,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Acceleration,Aggression,Agility,Balance,BallControl,Body Type,CAM,CB,CDM,CF,CM,Composure,Contract Valid Until,Crossing,Curve,Dribbling,FKAccuracy,Finishing,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,HeadingAccuracy,Interceptions,International Reputation,Jersey Number,Joined,Jumping,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Loaned From,LongPassing,LongShots,Marking,Penalties,Position,Positioning,Preferred Foot,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,Reactions,Real Face,Release Clause,ST,ShortPassing,ShotPower,Skill Moves,SlidingTackle,SprintSpeed,Stamina,StandingTackle,Strength,Vision,Volleys,Weak Foot,Work Rate
41,1179,G. Buffon,40,https://cdn.sofifa.org/players/4/19/1179.png,Italy,https://cdn.sofifa.org/flags/27.png,88,88,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€4M,€77K,1334,49,38,55,49,28,Normal,,,,,,70,,13,20,26,13,15,88,87,74,90,83,13,28,,,,75,,,,,,,,,,,,35,13,13,22,GK,12,Right,,,,,,,,,,,79,Yes,€7.4M,,37,39,1,11,43,39,11,69,50,17,2,Medium/ Medium
42,231747,K. Mbappé,19,https://cdn.sofifa.org/players/4/19/231747.png,France,https://cdn.sofifa.org/flags/18.png,87,95,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€72M,€83K,2108,96,62,92,83,90,Lean,85+3,53+3,62+3,86+3,78+3,86,2022,76,77,89,63,86,13,5,7,11,6,77,38,3,7,"Jul 1, 2018",75,85+3,62+3,53+3,78+3,62+3,86+3,85+3,84+3,86+3,65+3,,73,76,34,70,RM,85,Right,85+3,62+3,53+3,78+3,62+3,86+3,85+3,84+3,86+3,65+3,85,Yes,€147.6M,84+3,82,79,5,32,96,83,34,71,84,78,4,High/ Medium
43,205600,S. Umtiti,24,https://cdn.sofifa.org/players/4/19/205600.png,France,https://cdn.sofifa.org/flags/18.png,87,92,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€57M,€205K,2147,71,81,68,66,77,Normal,69+3,84+3,81+3,69+3,73+3,82,2023,69,72,69,62,51,15,10,14,12,15,79,87,3,23,"Jul 12, 2016",89,69+3,81+3,84+3,73+3,81+3,69+3,70+3,70+3,69+3,80+3,,73,74,90,61,CB,58,Left,69+3,81+3,84+3,73+3,81+3,69+3,70+3,70+3,69+3,80+3,82,Yes,€121.1M,70+3,81,83,2,86,73,78,89,84,58,70,3,Medium/ High
44,201399,M. Icardi,25,https://cdn.sofifa.org/players/4/19/201399.png,Argentina,https://cdn.sofifa.org/flags/52.png,87,90,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€64.5M,€130K,1940,77,56,76,76,81,Normal,76+3,51+3,53+3,81+3,68+3,85,2021,46,58,77,45,91,13,9,5,7,9,91,22,3,9,"Jul 9, 2013",94,76+3,52+3,51+3,68+3,53+3,81+3,74+3,84+3,76+3,54+3,,54,70,45,82,ST,92,Right,76+3,52+3,51+3,68+3,53+3,81+3,74+3,84+3,76+3,54+3,88,Yes,€114.5M,84+3,73,84,3,20,78,72,24,76,64,85,4,Medium/ Low
45,201024,K. Koulibaly,27,https://cdn.sofifa.org/players/4/19/201024.png,Senegal,https://cdn.sofifa.org/flags/136.png,87,90,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€51M,€115K,1637,68,87,50,40,60,Normal,50+3,84+3,74+3,50+3,56+3,78,2021,30,28,60,28,19,7,11,7,13,5,81,88,3,26,"Jul 1, 2014",81,50+3,75+3,84+3,56+3,74+3,50+3,53+3,51+3,49+3,71+3,,48,15,91,33,LCB,24,Right,50+3,75+3,84+3,56+3,74+3,50+3,53+3,51+3,49+3,71+3,80,Yes,€90.5M,51+3,66,55,2,86,75,71,88,94,34,14,3,High/ High
46,193041,K. Navas,31,https://cdn.sofifa.org/players/4/19/193041.png,Costa Rica,https://cdn.sofifa.org/flags/72.png,87,87,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€30.5M,€195K,1345,54,32,60,61,19,Normal,,,,,,67,,11,11,16,15,15,90,81,75,82,90,11,20,,,,74,,,,,,,,,,,,37,13,28,25,GK,16,Right,,,,,,,,,,,84,Yes,€62.5M,,30,21,1,14,53,39,14,75,68,11,3,Medium/ Medium
47,192505,R. Lukaku,25,https://cdn.sofifa.org/players/4/19/192505.png,Belgium,https://cdn.sofifa.org/flags/7.png,87,89,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€62.5M,€230K,2033,77,75,60,46,72,Stocky,78+3,54+3,58+3,81+3,72+3,83,2022,78,74,80,66,88,8,15,14,7,10,87,27,3,9,"Jul 10, 2017",71,78+3,57+3,54+3,72+3,58+3,81+3,80+3,84+3,79+3,60+3,,73,74,30,78,ST,89,Left,78+3,57+3,54+3,72+3,58+3,81+3,80+3,84+3,79+3,60+3,86,Yes,€120.3M,84+3,77,88,3,30,90,84,30,94,76,79,4,Medium/ Medium
48,192387,C. Immobile,28,https://cdn.sofifa.org/players/4/19/192387.png,Italy,https://cdn.sofifa.org/flags/27.png,87,87,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,€52M,€115K,2004,78,77,77,63,83,Normal,78+3,55+3,57+3,82+3,70+3,81,2021,55,70,83,51,90,6,8,15,12,6,81,40,3,17,"Jul 27, 2016",77,78+3,57+3,55+3,70+3,57+3,82+3,76+3,84+3,79+3,59+3,,49,80,34,78,ST,91,Right,78+3,57+3,55+3,70+3,57+3,82+3,76+3,84+3,79+3,59+3,87,Yes,€88.4M,84+3,74,86,3,32,85,75,33,76,65,87,4,High/ Medium
49,189332,Jordi Alba,29,https://cdn.sofifa.org/players/4/19/189332.png,Spain,https://cdn.sofifa.org/flags/45.png,87,87,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€38M,€250K,2230,93,75,90,85,84,Normal,79+3,78+3,80+3,79+3,79+3,79,2020,87,80,80,63,73,13,15,13,6,13,70,84,3,18,"Jul 1, 2012",81,79+3,84+3,78+3,79+3,80+3,79+3,82+3,76+3,81+3,84+3,,74,66,72,59,LB,79,Left,79+3,84+3,78+3,79+3,80+3,79+3,82+3,76+3,81+3,84+3,83,Yes,€77.9M,76+3,84,64,3,85,93,91,84,61,70,60,3,High/ Medium
50,175943,D. Mertens,31,https://cdn.sofifa.org/players/4/19/175943.png,Belgium,https://cdn.sofifa.org/flags/7.png,87,87,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€45M,€135K,2043,93,59,94,92,89,Normal,86+3,46+3,60+3,85+3,78+3,81,2020,77,82,91,79,86,7,10,8,10,4,35,36,3,14,"Jul 1, 2013",60,86+3,60+3,46+3,78+3,60+3,85+3,85+3,78+3,86+3,65+3,,74,81,25,79,RS,87,Right,86+3,60+3,46+3,78+3,60+3,85+3,85+3,78+3,86+3,65+3,88,Yes,€76.5M,78+3,82,80,4,40,85,75,40,42,83,70,4,High/ Low
51,172871,J. Vertonghen,31,https://cdn.sofifa.org/players/4/19/172871.png,Belgium,https://cdn.sofifa.org/flags/7.png,87,87,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€34M,€155K,2079,61,84,61,60,76,Normal,70+3,84+3,81+3,69+3,74+3,83,2019,68,58,71,73,56,6,10,9,12,7,80,89,3,5,"Jul 1, 2012",85,70+3,80+3,84+3,74+3,81+3,69+3,70+3,69+3,68+3,79+3,,74,66,90,66,CB,60,Left,70+3,80+3,84+3,74+3,81+3,69+3,70+3,69+3,68+3,79+3,84,Yes,€62.9M,69+3,79,80,3,88,65,75,87,79,68,52,3,High/ High
52,171877,M. Hamšík,30,https://cdn.sofifa.org/players/4/19/171877.png,Slovakia,https://cdn.sofifa.org/flags/43.png,87,87,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€46.5M,€125K,2188,69,56,76,66,87,Normal,84+3,72+3,78+3,83+3,84+3,84,2020,78,80,86,72,79,8,6,4,14,14,74,72,3,17,"Jul 1, 2007",71,84+3,75+3,72+3,84+3,78+3,83+3,82+3,81+3,82+3,77+3,,83,83,75,70,LCM,88,Right,84+3,75+3,72+3,84+3,78+3,83+3,82+3,81+3,82+3,77+3,88,Yes,€79.1M,81+3,88,82,3,62,68,84,73,67,86,79,5,High/ Medium
53,168651,I. Rakitić,30,https://cdn.sofifa.org/players/4/19/168651.png,Croatia,https://cdn.sofifa.org/flags/10.png,87,87,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€46.5M,€260K,2184,66,67,72,66,87,Normal,82+3,70+3,79+3,81+3,84+3,81,2021,84,88,84,84,83,14,11,12,5,9,58,75,4,4,"Jul 1, 2014",39,82+3,75+3,70+3,84+3,79+3,81+3,81+3,77+3,80+3,77+3,,90,90,72,82,RCM,79,Right,82+3,75+3,70+3,84+3,79+3,81+3,81+3,77+3,80+3,77+3,77,Yes,€95.3M,77+3,87,84,3,70,59,84,74,66,86,80,3,High/ High
54,152729,Piqué,31,https://cdn.sofifa.org/players/4/19/152729.png,Spain,https://cdn.sofifa.org/flags/45.png,87,87,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€34M,€240K,1950,49,72,58,36,78,Normal,67+3,83+3,81+3,66+3,73+3,86,2022,57,58,59,43,64,10,11,14,15,8,83,88,4,3,"Jul 1, 2008",74,67+3,77+3,83+3,73+3,81+3,66+3,66+3,68+3,64+3,75+3,,80,51,91,69,RCB,58,Right,67+3,77+3,83+3,73+3,81+3,66+3,66+3,68+3,64+3,75+3,84,Yes,€69.7M,68+3,81,62,2,84,60,65,86,83,62,57,3,High/ Medium
55,41,Iniesta,34,https://cdn.sofifa.org/players/4/19/41.png,Spain,https://cdn.sofifa.org/flags/45.png,87,87,Vissel Kobe,https://cdn.sofifa.org/teams/2/light/101146.png,€24.5M,€23K,2070,70,58,79,84,94,Normal,86+3,64+3,74+3,83+3,84+3,89,2021,77,80,90,70,70,6,13,6,13,7,54,66,4,8,"Jul 16, 2018",47,86+3,69+3,64+3,84+3,74+3,83+3,83+3,75+3,83+3,72+3,,86,71,67,71,LCM,84,Right,86+3,69+3,64+3,84+3,74+3,83+3,83+3,75+3,83+3,72+3,88,Yes,€30.6M,75+3,92,65,4,56,68,55,57,58,94,74,4,High/ Medium
56,222492,L. Sané,22,https://cdn.sofifa.org/players/4/19/222492.png,Germany,https://cdn.sofifa.org/flags/21.png,86,93,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€62.5M,€195K,2090,93,61,88,81,85,Lean,82+2,52+2,59+2,84+2,74+2,78,2021,83,82,88,68,81,8,12,9,9,14,72,34,2,19,"Aug 2, 2016",64,82+2,61+2,52+2,74+2,59+2,84+2,83+2,82+2,84+2,65+2,,64,78,36,71,LW,84,Left,82+2,61+2,52+2,74+2,59+2,84+2,83+2,82+2,84+2,65+2,81,Yes,€128.1M,82+2,79,86,4,35,96,79,32,70,82,85,3,High/ Medium
57,210257,Ederson,24,https://cdn.sofifa.org/players/4/19/210257.png,Brazil,https://cdn.sofifa.org/flags/54.png,86,90,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€41.5M,€125K,1459,64,35,60,48,37,Normal,,,,,,70,,20,15,23,20,14,85,80,90,82,87,14,25,,,,58,,,,,,,,,,,,55,18,28,17,GK,20,Left,,,,,,,,,,,86,Yes,€79.9M,,56,42,1,8,63,41,15,68,67,18,3,Medium/ Medium
58,208722,S. Mané,26,https://cdn.sofifa.org/players/4/19/208722.png,Senegal,https://cdn.sofifa.org/flags/136.png,86,87,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€52M,€195K,2110,95,73,91,86,86,Lean,83+3,55+3,63+3,84+3,77+3,80,2020,73,74,87,64,84,10,10,15,7,14,62,35,3,10,"Jul 1, 2016",75,83+3,62+3,55+3,77+3,63+3,84+3,83+3,81+3,84+3,66+3,,71,74,42,71,LW,87,Right,83+3,62+3,55+3,77+3,63+3,84+3,83+3,81+3,84+3,66+3,86,Yes,€100.1M,81+3,79,82,4,38,93,84,42,67,82,71,4,High/ Medium
59,203376,V. van Dijk,26,https://cdn.sofifa.org/players/4/19/203376.png,Netherlands,https://cdn.sofifa.org/flags/34.png,86,88,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€44.5M,€165K,2032,67,81,61,49,73,Normal,66+3,84+3,80+3,66+3,71+3,83,2023,53,60,70,70,52,13,10,13,11,11,82,86,3,4,"Jan 1, 2018",85,66+3,77+3,84+3,71+3,80+3,66+3,66+3,67+3,64+3,76+3,,78,64,86,62,LCB,41,Right,66+3,77+3,84+3,71+3,80+3,66+3,66+3,67+3,64+3,76+3,84,Yes,€85.7M,67+3,76,81,2,83,75,71,88,92,59,45,3,Medium/ Medium
60,201942,Roberto Firmino,26,https://cdn.sofifa.org/players/4/19/201942.png,Brazil,https://cdn.sofifa.org/flags/54.png,86,87,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€53M,€195K,2187,78,73,80,81,88,Lean,84+3,67+3,73+3,84+3,82+3,87,2023,72,80,87,65,87,8,11,9,6,10,77,58,3,9,"Jul 6, 2015",81,84+3,69+3,67+3,82+3,73+3,84+3,83+3,83+3,83+3,72+3,,75,76,60,72,CF,87,Right,84+3,69+3,67+3,82+3,73+3,84+3,83+3,83+3,83+3,72+3,86,Yes,€102M,83+3,86,81,4,42,77,90,64,74,85,81,4,High/ High
62,201535,R. Varane,25,https://cdn.sofifa.org/players/4/19/201535.png,France,https://cdn.sofifa.org/flags/18.png,86,92,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€51.5M,€210K,1895,69,89,87,94,88,Normal,81+3,76+3,83+3,77+3,84+3,93,2021,72,73,90,64,60,12,12,15,15,10,55,84,3,6,"Jul 18, 2012",64,81+3,78+3,76+3,84+3,83+3,77+3,80+3,69+3,78+3,80+3,,89,58,78,64,RDM,71,Right,81+3,78+3,76+3,84+3,83+3,77+3,80+3,69+3,78+3,80+3,85,Yes,€105.9M,69+3,90,56,4,80,62,77,83,52,87,64,4,Medium/ High
63,199556,M. Verratti,25,https://cdn.sofifa.org/players/4/19/199556.png,Italy,https://cdn.sofifa.org/flags/27.png,86,89,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€55M,€135K,2149,59,91,64,62,70,Normal,62+3,83+3,78+3,61+3,67+3,82,2022,52,50,51,39,54,12,5,8,11,12,85,86,3,30,"Aug 20, 2015",92,62+3,75+3,83+3,67+3,78+3,61+3,61+3,64+3,60+3,73+3,,72,56,85,45,CB,51,Right,62+3,75+3,83+3,67+3,78+3,61+3,61+3,64+3,60+3,73+3,79,Yes,€61.1M,64+3,75,69,2,86,61,67,87,80,53,57,3,High/ High
64,192366,N. Otamendi,30,https://cdn.sofifa.org/players/4/19/192366.png,Argentina,https://cdn.sofifa.org/flags/52.png,86,86,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€33M,€185K,1926,83,82,79,78,81,Normal,76+3,81+3,81+3,75+3,77+3,82,2020,84,78,80,59,55,7,7,9,12,5,76,82,3,12,"Aug 21, 2015",79,76+3,83+3,81+3,77+3,81+3,75+3,78+3,74+3,77+3,83+3,,71,72,81,60,LB,70,Left,76+3,83+3,81+3,77+3,81+3,75+3,78+3,74+3,77+3,83+3,84,Yes,€60.2M,74+3,81,80,3,84,86,92,84,79,70,68,3,High/ High
65,191043,Alex Sandro,27,https://cdn.sofifa.org/players/4/19/191043.png,Brazil,https://cdn.sofifa.org/flags/54.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€36.5M,€160K,2198,97,55,93,91,91,Normal,84+3,53+3,63+3,83+3,78+3,84,2022,84,84,92,78,67,13,15,9,12,5,50,48,3,11,"Jul 1, 2018",61,84+3,64+3,53+3,78+3,63+3,83+3,84+3,77+3,85+3,69+3,,68,80,45,77,LM,76,Left,84+3,64+3,53+3,78+3,63+3,83+3,84+3,77+3,85+3,69+3,84,Yes,€76.7M,77+3,84,86,5,34,93,78,38,63,84,76,3,High/ Medium
66,190483,Douglas Costa,27,https://cdn.sofifa.org/players/4/19/190483.png,Brazil,https://cdn.sofifa.org/flags/54.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€46.5M,€175K,2111,73,57,75,72,82,Lean,82+3,60+3,66+3,83+3,79+3,83,2021,79,81,75,59,87,6,7,11,14,14,82,58,4,25,"Aug 10, 2008",81,82+3,66+3,60+3,79+3,66+3,83+3,81+3,82+3,81+3,68+3,,72,80,44,60,RCM,93,Right,82+3,66+3,60+3,79+3,66+3,83+3,81+3,82+3,81+3,68+3,92,Yes,€75.9M,82+3,83,78,3,44,75,87,41,68,85,84,4,High/ High
67,189596,T. Müller,28,https://cdn.sofifa.org/players/4/19/189596.png,Germany,https://cdn.sofifa.org/flags/21.png,86,86,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€46M,€145K,2099,78,57,90,86,90,Normal,84+3,67+3,77+3,81+3,84+3,85,2021,72,85,90,77,69,6,11,7,9,13,54,78,3,6,"Jul 14, 2013",75,84+3,73+3,67+3,84+3,77+3,81+3,82+3,75+3,82+3,76+3,,87,79,67,75,CM,79,Right,84+3,73+3,67+3,84+3,77+3,81+3,82+3,75+3,82+3,76+3,84,Yes,€75.1M,75+3,90,75,5,65,69,75,63,59,86,90,3,Medium/ Medium
68,189509,Thiago,27,https://cdn.sofifa.org/players/4/19/189509.png,Spain,https://cdn.sofifa.org/flags/45.png,86,86,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€45.5M,€130K,2190,86,49,86,81,86,Lean,85+3,53+3,64+3,85+3,79+3,84,2023,79,89,87,84,86,12,12,13,13,11,49,50,4,11,"Jul 1, 2012",70,85+3,62+3,53+3,79+3,64+3,85+3,84+3,81+3,85+3,67+3,,75,86,47,85,CAM,88,Right,85+3,62+3,53+3,79+3,64+3,85+3,84+3,81+3,85+3,67+3,86,Yes,€74M,81+3,86,88,4,38,85,71,36,67,86,88,4,Medium/ Medium
69,188350,M. Reus,29,https://cdn.sofifa.org/players/4/19/188350.png,Germany,https://cdn.sofifa.org/flags/21.png,86,86,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€43.5M,€100K,2155,86,79,91,87,86,Normal,83+3,58+3,65+3,84+3,78+3,84,2022,80,79,89,78,83,10,10,15,12,13,73,50,4,7,"Jan 22, 2018",87,83+3,63+3,58+3,78+3,65+3,84+3,83+3,82+3,84+3,67+3,,75,83,38,77,LW,84,Right,83+3,63+3,58+3,78+3,65+3,84+3,83+3,82+3,84+3,67+3,87,Yes,€80.5M,82+3,77,84,4,35,79,83,44,72,83,83,3,High/ High
70,184941,A. Sánchez,29,https://cdn.sofifa.org/players/4/19/184941.png,Chile,https://cdn.sofifa.org/flags/55.png,86,86,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€43.5M,€230K,2192,76,82,72,73,79,Normal,72+3,83+3,84+3,70+3,77+3,78,2020,81,68,69,58,46,13,9,10,6,5,76,89,3,28,"Aug 24, 2012",76,72+3,84+3,83+3,77+3,84+3,70+3,74+3,67+3,71+3,83+3,,80,60,88,66,RB,62,Right,72+3,84+3,83+3,77+3,84+3,70+3,74+3,67+3,71+3,83+3,88,Yes,€64.8M,67+3,81,68,2,86,76,87,90,71,74,51,3,Medium/ Medium
71,184432,Azpilicueta,28,https://cdn.sofifa.org/players/4/19/184432.png,Spain,https://cdn.sofifa.org/flags/45.png,86,86,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€35M,€175K,2116,57,82,60,52,75,Lean,68+3,84+3,82+3,65+3,74+3,86,2023,44,56,69,61,48,2,2,3,2,4,86,90,3,19,"Aug 2, 2018",85,68+3,76+3,84+3,74+3,82+3,65+3,65+3,65+3,63+3,74+3,,85,65,90,70,RCB,38,Right,68+3,76+3,84+3,74+3,82+3,65+3,65+3,65+3,63+3,74+3,84,Yes,€49.5M,65+3,77,74,2,80,65,71,86,83,74,58,3,Low/ High
72,184344,L. Bonucci,31,https://cdn.sofifa.org/players/4/19/184344.png,Italy,https://cdn.sofifa.org/flags/27.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€30M,€160K,1978,69,81,56,52,70,Stocky,66+3,83+3,80+3,64+3,72+3,84,2021,69,53,64,31,34,7,12,15,6,5,85,81,4,17,"Jul 14, 2011",75,66+3,79+3,83+3,72+3,80+3,64+3,67+3,64+3,64+3,77+3,,84,58,85,46,CB,47,Right,66+3,79+3,83+3,72+3,80+3,64+3,67+3,64+3,64+3,77+3,82,Yes,€56.9M,64+3,75,78,2,88,76,69,87,91,75,52,4,Medium/ Medium
73,183907,J. Boateng,29,https://cdn.sofifa.org/players/4/19/183907.png,Germany,https://cdn.sofifa.org/flags/21.png,86,86,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€34.5M,€125K,1958,84,65,78,74,85,Lean,82+3,68+3,72+3,83+3,79+3,80,2022,84,73,85,75,79,6,7,10,9,6,80,69,3,44,"Sep 1, 2015",84,82+3,73+3,68+3,79+3,72+3,83+3,83+3,82+3,83+3,75+3,,77,79,64,76,LM,86,Right,82+3,73+3,68+3,79+3,72+3,83+3,83+3,82+3,83+3,75+3,81,Yes,€74M,82+3,82,84,4,54,88,89,52,78,79,81,5,Medium/ Medium
74,181458,I. Perišić,29,https://cdn.sofifa.org/players/4/19/181458.png,Croatia,https://cdn.sofifa.org/flags/10.png,86,86,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€43.5M,€120K,2203,66,70,77,79,89,Normal,81+3,73+3,80+3,78+3,83+3,86,2023,80,86,86,92,60,7,7,13,7,8,60,78,3,5,"Jul 1, 2016",61,81+3,76+3,73+3,83+3,80+3,78+3,80+3,72+3,79+3,78+3,,85,82,75,79,CDM,70,Right,81+3,76+3,73+3,83+3,80+3,78+3,80+3,72+3,79+3,78+3,84,Yes,€72.6M,72+3,89,78,3,70,66,77,74,66,88,72,4,Medium/ Medium
75,180206,M. Pjanić,28,https://cdn.sofifa.org/players/4/19/180206.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€44M,€180K,2181,65,86,59,53,64,Normal,57+3,84+3,76+3,58+3,62+3,82,2020,45,34,64,27,47,7,4,8,7,11,83,86,3,4,"Aug 26, 2014",85,57+3,75+3,84+3,62+3,76+3,58+3,60+3,61+3,57+3,73+3,,65,24,89,41,CB,38,Right,57+3,75+3,84+3,62+3,76+3,58+3,60+3,61+3,57+3,73+3,82,Yes,€49.5M,61+3,65,66,2,85,75,69,87,91,47,44,3,Medium/ High
76,177509,M. Benatia,31,https://cdn.sofifa.org/players/4/19/177509.png,Morocco,https://cdn.sofifa.org/flags/129.png,86,86,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€30M,€160K,1803,72,48,79,70,90,Lean,84+3,40+3,56+3,81+3,78+3,82,2021,83,84,84,77,73,6,14,10,6,14,54,24,4,10,"Sep 2, 2013",48,84+3,52+3,40+3,78+3,56+3,81+3,82+3,75+3,82+3,57+3,,82,75,24,67,RM,83,Left,84+3,52+3,40+3,78+3,56+3,81+3,82+3,75+3,82+3,57+3,84,Yes,€82.7M,75+3,89,70,4,19,69,69,16,57,91,80,2,Medium/ Low
77,176635,M. Özil,29,https://cdn.sofifa.org/players/4/19/176635.png,Germany,https://cdn.sofifa.org/flags/21.png,86,86,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€43.5M,€190K,1911,68,87,72,78,82,Lean,77+3,81+3,83+3,76+3,80+3,79,2020,68,70,77,72,69,12,11,5,13,7,63,88,3,25,"Jul 1, 2013",76,77+3,79+3,81+3,80+3,83+3,76+3,76+3,74+3,75+3,79+3,,81,78,85,61,CDM,70,Right,77+3,79+3,81+3,80+3,83+3,76+3,76+3,74+3,75+3,79+3,86,Yes,€33.3M,74+3,85,83,3,80,67,79,85,76,75,74,4,Medium/ High
78,135507,Fernandinho,33,https://cdn.sofifa.org/players/4/19/135507.png,Brazil,https://cdn.sofifa.org/flags/54.png,86,86,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€18M,€185K,2183,70,86,48,48,67,Normal,58+2,83+2,78+2,57+2,65+2,80,2022,40,34,59,30,42,10,13,12,8,12,80,86,1,37,"Jul 7, 2017",78,58+2,76+2,83+2,65+2,78+2,57+2,60+2,57+2,56+2,73+2,,68,30,92,56,RCB,30,Right,58+2,76+2,83+2,65+2,78+2,57+2,60+2,57+2,56+2,73+2,81,No,€88.4M,57+2,70,50,2,82,73,77,88,83,57,40,4,Medium/ High
79,232363,M. Škriniar,23,https://cdn.sofifa.org/players/4/19/232363.png,Slovakia,https://cdn.sofifa.org/flags/43.png,85,92,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€46.5M,€82K,1800,68,73,66,59,87,Normal,82+2,79+2,80+2,81+2,83+2,82,2022,64,78,86,75,80,7,10,7,16,7,86,78,2,21,"Aug 6, 2015",85,82+2,76+2,79+2,83+2,80+2,81+2,80+2,81+2,79+2,77+2,,85,80,75,56,CM,79,Right,82+2,76+2,79+2,83+2,80+2,81+2,80+2,81+2,79+2,77+2,80,Yes,€89.6M,81+2,85,83,4,72,70,85,77,88,85,74,4,High/ Medium
80,223848,S. Milinković-Savić,23,https://cdn.sofifa.org/players/4/19/223848.png,Serbia,https://cdn.sofifa.org/flags/51.png,85,90,Lazio,https://cdn.sofifa.org/teams/2/light/46.png,€50.5M,€73K,2206,85,45,79,76,85,Normal,83+3,51+3,63+3,83+3,79+3,83,2023,82,83,86,76,82,13,9,6,12,10,50,45,3,20,"Jul 1, 2015",58,83+3,62+3,51+3,79+3,63+3,83+3,83+3,79+3,83+3,66+3,,82,88,40,62,LW,82,Left,83+3,62+3,51+3,79+3,63+3,83+3,83+3,79+3,83+3,66+3,82,Yes,€121.5M,79+3,83,86,4,39,82,76,42,61,84,79,3,High/ Medium
81,220834,Marco Asensio,22,https://cdn.sofifa.org/players/4/19/220834.png,Spain,https://cdn.sofifa.org/flags/45.png,85,92,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€54M,€215K,2050,79,73,90,91,89,Stocky,83+3,50+3,60+3,83+3,77+3,89,2020,83,81,90,79,82,15,9,8,14,15,49,28,3,18,"Jul 1, 2013",69,83+3,57+3,50+3,77+3,60+3,83+3,83+3,79+3,84+3,62+3,,75,82,31,81,CAM,81,Left,83+3,57+3,50+3,77+3,60+3,83+3,83+3,79+3,84+3,62+3,80,Yes,€98.8M,79+3,83,84,4,25,79,80,37,81,81,77,3,High/ Medium
82,216594,N. Fekir,24,https://cdn.sofifa.org/players/4/19/216594.png,France,https://cdn.sofifa.org/flags/18.png,85,89,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,€50M,€92K,2101,54,27,40,37,30,Normal,,,,,,65,,17,19,27,18,13,82,81,85,83,88,19,11,,,,52,,,,,,,,,,,,44,14,15,23,GK,13,Right,,,,,,,,,,,83,Yes,€70.3M,,45,21,1,16,45,32,19,78,66,20,3,Medium/ Medium
83,212831,Alisson,25,https://cdn.sofifa.org/players/4/19/212831.png,Brazil,https://cdn.sofifa.org/flags/54.png,85,90,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€36.5M,€115K,1317,78,74,84,83,85,Lean,79+3,76+3,80+3,78+3,81+3,82,2023,90,81,80,61,66,8,15,7,15,15,74,79,3,32,"Jul 1, 2015",79,79+3,80+3,76+3,81+3,80+3,78+3,81+3,75+3,79+3,81+3,,80,69,72,44,RB,80,Right,79+3,80+3,76+3,81+3,80+3,78+3,81+3,75+3,79+3,81+3,85,Yes,€69.9M,75+3,85,75,3,79,69,85,81,65,79,61,4,High/ Low
